epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6707738041877747,1.8981319665908813,1e-04,0.8772222399711609,1.593481183052063
1,0.8190476298332214,1.6412651538848877,1e-04,0.9483333230018616,1.4399348497390747
2,0.8776785731315613,1.5199919939041138,1e-04,0.9705555438995361,1.3550989627838135
3,0.9100000262260437,1.4317295551300049,1e-04,0.9850000143051147,1.2869837284088135
4,0.9295238256454468,1.3582861423492432,1e-04,0.9900000095367432,1.2317532300949097
5,0.9445833563804626,1.2939814329147339,1e-04,0.9938889145851135,1.1818326711654663
6,0.9534524083137512,1.235391616821289,1e-04,0.995555579662323,1.1303030252456665
7,0.9569047689437866,1.1826088428497314,1e-04,0.996666669845581,1.082856297492981
8,0.9660714268684387,1.128008246421814,1e-04,0.9961110949516296,1.0374575853347778
9,0.9725595116615295,1.074013590812683,1e-04,0.9972222447395325,0.9893669486045837
10,0.9763690233230591,1.0237560272216797,1e-04,0.9975000023841858,0.9457844495773315
11,0.9804762005805969,0.9765679836273193,1e-04,0.9986110925674438,0.901402473449707
12,0.9808928370475769,0.9287800192832947,1e-04,0.9983333349227905,0.8585976958274841
13,0.9847024083137512,0.8820788860321045,1e-04,0.9977777600288391,0.8172720670700073
14,0.9844642877578735,0.840354323387146,1e-04,0.9977777600288391,0.7788139581680298
15,0.9850000143051147,0.8012879490852356,1e-04,0.9986110925674438,0.7410050630569458
16,0.9878571629524231,0.7608169317245483,1e-04,0.9988889098167419,0.7061429023742676
17,0.9905357360839844,0.722510039806366,1e-04,0.9983333349227905,0.6725257039070129
18,0.9889285564422607,0.6894153356552124,1e-04,0.9994444251060486,0.6391772031784058
19,0.9901190400123596,0.6573163270950317,1e-04,0.9988889098167419,0.6103546619415283
20,0.9911309480667114,0.6288096904754639,1e-04,0.9988889098167419,0.5835311412811279
21,0.9918452501296997,0.6005176305770874,1e-04,0.9983333349227905,0.5589759349822998
22,0.9915476441383362,0.5752351880073547,1e-04,0.9983333349227905,0.5359289050102234
23,0.9933333396911621,0.5515050888061523,1e-04,0.9986110925674438,0.513481616973877
24,0.9936904907226562,0.5290966629981995,1e-04,0.9986110925674438,0.494960755109787
25,0.9944642782211304,0.509789764881134,1e-04,0.9988889098167419,0.4771119952201843
26,0.9957143068313599,0.4903040826320648,1e-04,0.9994444251060486,0.4611944854259491
27,0.9942262172698975,0.47525885701179504,1e-04,0.9994444251060486,0.4457433521747589
28,0.9958333373069763,0.4604015648365021,1e-04,0.9997222423553467,0.4334565997123718
29,0.9961904883384705,0.44602322578430176,1e-04,0.9988889098167419,0.4205528497695923
30,0.9961309432983398,0.4341947138309479,1e-04,0.9997222423553467,0.4090629816055298
31,0.9961904883384705,0.4233415722846985,1e-04,0.9997222423553467,0.39944159984588623
32,0.9954166412353516,0.41420379281044006,1e-04,0.9988889098167419,0.3921116590499878
33,0.996666669845581,0.40496981143951416,1e-04,0.9994444251060486,0.3837890028953552
34,0.9958333373069763,0.3983112573623657,1e-04,0.9997222423553467,0.37769484519958496
35,0.9963690638542175,0.3917228579521179,1e-04,0.9997222423553467,0.3730024993419647
36,0.9973214268684387,0.38368481397628784,1e-04,0.9997222423553467,0.36685997247695923
37,0.9967262148857117,0.3800816535949707,1e-04,0.9994444251060486,0.36436837911605835
38,0.9972023963928223,0.3744385540485382,1e-04,0.9991666674613953,0.3575725853443146
39,0.9972023963928223,0.369953453540802,1e-04,0.9997222423553467,0.35369232296943665
40,0.9288095235824585,0.5052588582038879,5e-06,0.9994444251060486,0.3760932683944702
41,0.9684523940086365,0.4322551488876343,5e-06,0.9991666674613953,0.37896114587783813
42,0.9805952310562134,0.4090001583099365,5e-06,0.9991666674613953,0.3749105930328369
43,0.9848214387893677,0.39815089106559753,5e-06,0.9988889098167419,0.3700720965862274
44,0.9897618889808655,0.38688379526138306,5e-06,0.9991666674613953,0.3654972314834595
45,0.9922024011611938,0.3824104070663452,5e-06,0.9991666674613953,0.3625725209712982
46,0.9933333396911621,0.37841561436653137,5e-06,0.9991666674613953,0.35969865322113037
47,0.9943452477455139,0.3747130334377289,5e-06,0.9991666674613953,0.35766035318374634
48,0.9950000047683716,0.3718949854373932,5e-06,0.9991666674613953,0.35668978095054626
49,0.9958928823471069,0.3707127869129181,5e-06,0.9991666674613953,0.3554171323776245
50,0.9955357313156128,0.3691568374633789,5e-06,0.9991666674613953,0.35403597354888916
51,0.9971428513526917,0.36632654070854187,5e-06,0.9991666674613953,0.3530285060405731
52,0.9973809719085693,0.3648838996887207,5e-06,0.9997222423553467,0.3522130250930786
53,0.9975595474243164,0.3637162744998932,5e-06,0.9991666674613953,0.3515855669975281
54,0.9976785778999329,0.36270958185195923,5e-06,0.9997222423553467,0.3505900502204895
55,0.998452365398407,0.3606969714164734,5e-06,1.0,0.34976255893707275
56,0.9983333349227905,0.3601660132408142,5e-06,1.0,0.34931480884552
57,0.9982737898826599,0.3593907654285431,5e-06,1.0,0.3484395742416382
58,0.9987499713897705,0.357488214969635,5e-06,0.9997222423553467,0.34791654348373413
59,0.9983333349227905,0.3573181927204132,5e-06,0.9994444251060486,0.3478350043296814
60,0.9986904859542847,0.3560209572315216,5e-06,1.0,0.3466326892375946
61,0.9991071224212646,0.35488414764404297,5e-06,0.9997222423553467,0.3464987576007843
62,0.9989285469055176,0.3538528084754944,5e-06,1.0,0.3452661335468292
63,0.9992856979370117,0.3533068597316742,5e-06,0.9997222423553467,0.34459760785102844
64,0.9988690614700317,0.3523460626602173,5e-06,1.0,0.3439192771911621
65,0.9995238184928894,0.35124045610427856,5e-06,1.0,0.3434753715991974
66,0.9992856979370117,0.3506358563899994,5e-06,1.0,0.3428916335105896
67,0.999404788017273,0.3497709035873413,5e-06,1.0,0.3422602713108063
68,0.9991666674613953,0.3492097854614258,5e-06,1.0,0.3417792320251465
69,0.9991071224212646,0.3484828770160675,5e-06,1.0,0.34110602736473083
